,video_name,question,answer
478,OvSf6kk07uE,человек в красном в очках,нет
479,09Kr5TQ9DHQ,человек в красном носит перчатки,да
480,xmvwhxB1q30,человек в красном носит перчатки,да
481,llcbN-s26vs,это человек в красном с длинными рукавами,нет
482,8OSnT8UvJkU,это человек в красном с длинными рукавами,нет
483,8OSnT8UvJkU,человек в красном в футболке,да
484,3zjhYw-TVQw,человек на видео разговаривает на улице,нет
485,3zjhYw-TVQw,человек на видео разговаривает на улице,да
486,opGZh9nUlWA,человек на видео носит серьги,да
487,G9m5zxl2f08,человек на видео носит серьги,да
488,Zso0ZBs2y6E,человек в белом клеит обои в помещении,да
489,x3cOxXOYbwA,у человека в белом есть усы,да
490,9zm9jW7_ANc,у человека в белом есть усы,да
491,0RUMAGGab1k,человек в белом в шляпе,нет
492,YAm1JXAtqh4,человек в белом в шляпе,да
493,o8EOFXW5GJo,это человек в белом в очках,нет
494,0RUMAGGab1k,это человек в белом в очках,да
495,tLxv2E7gj5c,это человек в белом в очках,да
496,UfYMJBu4HI0,это человек в белом в очках,да
497,9N1525JmqZQ,это человек в белом в очках,да
498,ngE2y5ExVqw,это человек в белом в очках,да
499,xafFWMX7ZeY,это человек в белом в очках,да
500,9SiYS0SEKTw,это человек в белом в очках,нет
501,UIZkQUo8VtA,это человек в белых перчатках,да
502,ngE2y5ExVqw,человек в белом в шляпе,нет
503,9SiYS0SEKTw,человек в белом в шляпе,да
504,32-Bxdbf3mQ,человек в белом в шляпе,да
505,KSu59HUet3E,человек в белом с длинными рукавами,нет
506,AItKK-a8eEI,человек в белом с длинными рукавами,нет
507,aR05GUXDiYg,человек в белом с длинными рукавами,нет
508,KSu59HUet3E,это человек в белом с короткими рукавами,да
509,AItKK-a8eEI,это человек в белом с короткими рукавами,да
510,aR05GUXDiYg,это человек в белом с короткими рукавами,да
511,y9xNMLhgTjY,человек в белом носит часы,нет
512,9N1525JmqZQ,человек в белом носит часы,нет
513,80spFFIdnC4,это человек в белом в очках,да
514,r09mVf2dQnk,человек в желтом в шляпе,нет
515,GMwV9roiBYo,человек в желтом в шляпе,да
516,gY-8BUnSgf4,человек в желтом в шляпе,нет
517,zMrUSfQ_mzo,человек в желтом в шляпе,нет
518,96krk6Ka9Vc,человек в желтом в шляпе,да
519,GsNyn-6DDJM,это человек в черной футболке в шляпе,нет
520,H5Z__A99EG4,это человек в черной футболке в шляпе,нет
521,ZOeQh2-ci3M,это человек в черной футболке в шляпе,нет
522,GvRPOGpObyU,это человек в черной футболке в шляпе,нет
523,poERMbR_nY4,есть ли у лыжника какие-либо меры безопасности,нет
524,ZlHaPkhGr_g,человек в черном играет на губной гармошке в помещении,да
525,vPh9o_BuJaU,человек на видео носит длинные или короткие рукава,длинный
526,IY1bVy1yZv4,использовался ли компьютер при ремонте велосипеда,нет
527,VA8SXILXTj0,использовался ли нож при приготовлении лимонада,да
528,iRp-pWnPoYw,использовался ли нож во время катания на скейтборде,нет
529,VO49rhXzhk4,использовалась ли ручка при упаковке книги,нет
530,iaqFvTpoceI,использовалась ли ручка во время занятий гимнастикой,нет
531,vHejQlbAL78,использовалась ли ручка во время катания на лыжах,нет
532,VFvHqc5Bg-0,использовалась ли ручка во время катания на лыжах,нет
533,Ia3Aa4AO-_E,использовалась ли ручка во время чистки зубов,нет
534,vcE8e-fQBhs,использовалась ли ручка во время дайвинга,нет
535,VBY8feOQgy4,использовалась ли ручка во время фехтования,нет
536,iDz8nKDpumY,использовалась ли ручка во время серфинга,нет
537,J4WbF-bJ1T8,нужна ли сила рук в фехтовании,да
538,VO49rhXzhk4,нужна ли бумага для упаковочной книги,да
539,iNhoeDq_EBQ,нужна ли гимнастика сила рук,да
540,iaqFvTpoceI,нужна ли гимнастика сила рук,да
541,8eMjzrhxv2U,нужна ли на рыбалке сила рук,да
542,7lv1VOxIng4,нужна ли для макияжа сила рук,да
543,M6O-QNDUdwU,спортсмен играет в водный волейбол в помещении,да
544,M6O-QNDUdwU,спортсмен играет в водный волейбол в помещении,нет
